latitude,elevation,name,url,photo,hasMap,longitude
47° 14′ 48″ N,746,Bergisel,https://de.wikipedia.org/wiki/Bergisel,https://de.wikipedia.org/wiki/Datei:Bergisel-N.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Bergisel&language=de&params=47.246666666667_N_11.399722222222_E_dim:5000_region:AT-7_type:mountain(746),11° 23′ 59″ O
46° 59′ 46″ N,2902,Großer Trögler,https://de.wikipedia.org/wiki/Beilspitze,https://de.wikipedia.org/wiki/Datei:Tr%C3%B6glermassiv.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gro%C3%9Fer_Tr%C3%B6gler&language=de&params=46.996111111111_N_11.160555555556_E_dim:5000_region:AT-7_type:mountain(2902),11° 9′ 38″ O
46° 55′ 0″ N,3200,Barmer Spitze,https://de.wikipedia.org/wiki/Barmer_Spitze,https://de.wikipedia.org/wiki/Datei:Barmer_Spitze_-_Vom_Fenneregg.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Barmer_Spitze&language=de&params=46.91673_N_12.15288_E_dim:5000_region:AT-7_type:mountain(3200)&title=Barmer+Spitze,12° 9′ 10″ O
47° 8′ 43″ N,2863,Bärenköpfe,https://de.wikipedia.org/wiki/B%C3%A4renk%C3%B6pfe,https://de.wikipedia.org/wiki/Datei:Hochgasser_und_B%C3%A4renk%C3%B6pfe_vom_Wildenkogelweg_a.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=B%C3%A4renk%C3%B6pfe&language=de&params=47.145195_N_12.52317_E_dim:5000_region:AT-7_type:mountain(2863),12° 31′ 23″ O
47° 18′ 10″ N,2272,Erster Schafalpenkopf,https://de.wikipedia.org/wiki/Erster_Schafalpenkopf,https://de.wikipedia.org/wiki/Datei:Erster_Schafalpenkopf03.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Erster_Schafalpenkopf&language=de&params=47.302777777778_N_10.205277777778_E_dim:5000_region:DE-BY/AT-8_type:mountain(2272),10° 12′ 19″ O
46° 47′ 54″ N,3355,Saykogel,https://de.wikipedia.org/wiki/Saykogel,https://de.wikipedia.org/wiki/Datei:Kreuzkamm_HQ.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Saykogel&language=de&params=46.798333333333_N_10.851944444444_E_dim:5000_region:AT-7_type:mountain(3355),10° 51′ 7″ O
47° 4′ 38″ N,2806,Saxuirer Feuerkogel,https://de.wikipedia.org/wiki/Saxuirer_Feuerkogel,https://de.wikipedia.org/wiki/Datei:SaxuirF1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Saxuirer_Feuerkogel&language=de&params=47.077222222222_N_10.7975_E_dim:5000_region:AT-7_type:mountain(2806)&title=Saxuirer+Feuerkogel,10° 47′ 51″ O
47° 3′ 3″ N,3039,Saumspitze,https://de.wikipedia.org/wiki/Saumspitze,https://de.wikipedia.org/wiki/Datei:Saumspitz_Seespitz.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Saumspitze&language=de&params=47.050833333333_N_10.27_E_dim:5000_region:AT-7_type:mountain(3039),10° 16′ 12″ O
47° 2′ 54″ N,3209,Säulkopf (Hohe Tauern),https://de.wikipedia.org/wiki/S%C3%A4ulkopf_(Hohe_Tauern),https://de.wikipedia.org/wiki/Datei:SaeulkopfVonSO.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=S%C3%A4ulkopf_(Hohe_Tauern)&language=de&params=47.048333333333_N_12.420277777778_E_dim:5000_region:AT-7_type:mountain(3209)&title=S%C3%A4ulkopf,12° 25′ 13″ O
47° 32′ 5″ N,2047,Säuling,https://de.wikipedia.org/wiki/S%C3%A4uling,https://de.wikipedia.org/wiki/Datei:Saeuling_West.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=S%C3%A4uling&language=de&params=47.534722222222_N_10.755_E_dim:5000_region:DE-BY/AT-7_type:mountain(2047),10° 45′ 18″ O
47° 2′ 22″ N,2820,Rote Säule (Wallhornkamm),https://de.wikipedia.org/wiki/Oberer_Saukopf,https://de.wikipedia.org/wiki/Datei:Sajath%C3%BCtte2.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rote_S%C3%A4ule_(Wallhornkamm)&language=de&params=47.039373_N_12.349726_E_dim:5000_region:AT-7_type:mountain(2820)&title=Rote+S%C3%A4ule+%28Rote+Saile%29,12° 20′ 59″ O
47° 24′ 56″ N,2097,Sattelkopf,https://de.wikipedia.org/wiki/Sattelkopf,https://de.wikipedia.org/wiki/Datei:Sattelkopf_from_Northeast.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sattelkopf&language=de&params=47.415555555556_N_10.438888888889_E_dim:5000_region:DE-BY/AT-7_type:mountain(2097),10° 26′ 20″ O
47° 19′ 40″ N,2552,Sattelkarspitze,https://de.wikipedia.org/wiki/Sattelkarspitze,https://de.wikipedia.org/wiki/Datei:Wolekleskarspitze_Sattelkarspitze_Noppenspitze_from_North.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sattelkarspitze&language=de&params=47.327777777778_N_10.447777777778_E_dim:5000_region:AT-7_type:mountain(2552),10° 26′ 52″ O
47° 0′ 40″ N,2115,Sattelberg (Stubaier Alpen),https://de.wikipedia.org/wiki/Sattelberg_(Stubaier_Alpen),https://de.wikipedia.org/wiki/Datei:Sattelberg_von_Padaun.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sattelberg_(Stubaier_Alpen)&language=de&params=47.011111111111_N_11.479166666667_E_dim:5000_region:AT-7/IT-BZ_type:mountain(2115)&title=Sattelberg,11° 28′ 45″ O
46° 46′ 0″ N,2770,Große Sandspitze,https://de.wikipedia.org/wiki/Gro%C3%9Fe_Sandspitze,https://de.wikipedia.org/wiki/Datei:Grosse_Sandspitze_1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gro%C3%9Fe_Sandspitze&language=de&params=46.766666666667_N_12.811666666667_E_dim:5000_region:AT-7_type:mountain(2770),12° 48′ 42″ O
47° 10′ 26″ N,2624,Samspitze (Lechtaler Alpen),https://de.wikipedia.org/wiki/Samspitze_(Lechtaler_Alpen),https://de.wikipedia.org/wiki/Datei:Samspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Samspitze_(Lechtaler_Alpen)&language=de&params=47.173888888889_N_10.395277777778_E_dim:5000_region:AT-7_type:mountain(2624)&title=Samspitze,10° 23′ 43″ O
47° 17′ 37″ N,2469,Salzachgeier,https://de.wikipedia.org/wiki/Salzachgeier,https://de.wikipedia.org/wiki/Datei:Salzachgeier.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Salzachgeier&language=de&params=47.293611111111_N_12.103333333333_E_dim:5000_region:AT-7/AT-5_type:mountain(2469),12° 6′ 12″ O
47° 27′ 53″ N,1828,Hohe Salve,https://de.wikipedia.org/wiki/Hohe_Salve,https://de.wikipedia.org/wiki/Datei:HoheSalve.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Hohe_Salve&language=de&params=47.464722222222_N_12.204166666667_E_dim:5000_region:AT-7_type:mountain(1828),12° 12′ 15″ O
47° 33′ 55″ N,1293,Salober (Falkensteinkamm),https://de.wikipedia.org/wiki/Salober_(Falkensteinkamm),https://de.wikipedia.org/wiki/Datei:Zirmgrat.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Salober_(Falkensteinkamm)&language=de&params=47.565277777778_N_10.612777777778_E_dim:5000_region:DE-BY/AT-7_type:mountain(1293)&title=Salober%2C+Zw%C3%B6lferkopf%2C+Zirmgrat,10° 36′ 46″ O
47° 11′ 31″ N,2404,Saile (Berg),https://de.wikipedia.org/wiki/Saile_(Berg),https://de.wikipedia.org/wiki/Datei:Saile_NW.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Saile_(Berg)&language=de&params=47.191944444444_N_11.325_E_dim:5000_region:AT-7_type:mountain(2404)&title=Saile,11° 19′ 30″ O
47° 27′ 12″ N,2228,Sagzahn,https://de.wikipedia.org/wiki/Sagzahn,https://de.wikipedia.org/wiki/Datei:Sagzahn_von_Norden.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sagzahn&language=de&params=47.453333333333_N_11.798055555556_E_dim:5000_region:AT-7_type:mountain(2228),11° 47′ 53″ O
47° 19′ 13″ N,2454,Rumer Spitze,https://de.wikipedia.org/wiki/Rumer_Spitze,https://de.wikipedia.org/wiki/Datei:Rumerspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rumer_Spitze&language=de&params=47.320277777778_N_11.425833333333_E_dim:5000_region:AT-7_type:mountain(2454),11° 25′ 33″ O
47° 2′ 25″ N,3474,Ruderhofspitze,https://de.wikipedia.org/wiki/Ruderhofspitze,https://de.wikipedia.org/wiki/Datei:Ruderhofspitze_S%C3%BCdost.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ruderhofspitze&language=de&params=47.040277777778_N_11.143611111111_E_dim:5000_region:AT-7_type:mountain(3474)&title=Ruderhofspitze,11° 8′ 37″ O
47° 13′ 23″ N,2646,Roßkogel (Stubaier Alpen),https://de.wikipedia.org/wiki/Ro%C3%9Fkogel_(Stubaier_Alpen),https://de.wikipedia.org/wiki/Datei:Birgitz_03.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ro%C3%9Fkogel_(Stubaier_Alpen)&language=de&params=47.2230178_N_11.1537998_E_dim:5000_region:AT-7_type:mountain(2646)&title=Ro%C3%9Fkogel,11° 9′ 14″ O
47° 24′ 25″ N,2191,Rotwandlspitze,https://de.wikipedia.org/wiki/Rotwandlspitze,https://de.wikipedia.org/wiki/Datei:Brunnensteinspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rotwandlspitze&language=de&params=47.406944444444_N_11.288333333333_E_dim:5000_region:AT-7/DE-BY_type:mountain(2191),11° 17′ 18″ O
47° 26′ 41″ N,2067,Rotspitze (Rofan),https://de.wikipedia.org/wiki/Rotspitze_(Rofan),https://de.wikipedia.org/wiki/Datei:Rotspitze_S.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rotspitze_(Rofan)&language=de&params=47.444722222222_N_11.753611111111_E_dim:5000_region:AT-7_type:mountain(2067),11° 45′ 13″ O
47° 1′ 38″ N,3496,Rötspitze,https://de.wikipedia.org/wiki/R%C3%B6tspitze,https://de.wikipedia.org/wiki/Datei:Roetspitze-Firntrapez.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=R%C3%B6tspitze&language=de&params=47.027222222222_N_12.204444444444_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3496),12° 12′ 16″ O
46° 55′ 31″ N,3'097,Piz Rots,https://de.wikipedia.org/wiki/Piz_Rots,https://de.wikipedia.org/wiki/Datei:Reliefkarte_Graub%C3%BCnden_blank.png,https://tools.wmflabs.org/geohack/geohack.php?pagename=Piz_Rots&language=de&params=46.925209_N_10.316037_E_dim:5000_region:CH-GR/AT-7_type:mountain(3097),10° 18′ 58″ O
47° 17′ 24″ N,2393,Rothornspitze,https://de.wikipedia.org/wiki/Rothornspitze,https://de.wikipedia.org/wiki/Datei:Rothorn.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rothornspitze&language=de&params=47.29_N_10.359444444444_E_dim:5000_region:AT-7_type:mountain(2393),10° 21′ 34″ O
47° 17′ 17″ N,2485,Rotgundspitze,https://de.wikipedia.org/wiki/Rotgundspitze,https://de.wikipedia.org/wiki/Datei:Rotgundspitze_Linkerskopf.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rotgundspitze&language=de&params=47.288055555556_N_10.265833333333_E_dim:5000_region:AT-7/DE-BY_type:mountain(2485),10° 15′ 57″ O
46° 46′ 20″ N,2702,Roter Turm (Lienzer Dolomiten),https://de.wikipedia.org/wiki/Roter_Turm_(Lienzer_Dolomiten),https://de.wikipedia.org/wiki/Datei:Roter_Turm_und_Sch%C3%B6ttnerspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Roter_Turm_(Lienzer_Dolomiten)&language=de&params=46.77209_N_12.80665_E_dim:5000_region:AT-7_type:mountain(2702)&title=Roter+Turm,12° 48′ 24″ O
47° 22′ 56″ N,2366,Roter Stein (Lechtaler Alpen),https://de.wikipedia.org/wiki/Roter_Stein_(Lechtaler_Alpen),https://de.wikipedia.org/wiki/Datei:Roter_Stein_Ansicht.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Roter_Stein_(Lechtaler_Alpen)&language=de&params=47.382222222222_N_10.773055555556_E_dim:5000_region:AT-7_type:mountain(2366)&title=Roter+Stein,10° 46′ 23″ O
47° 8′ 41″ N,2946,Roter Kogel (Venedigergruppe),https://de.wikipedia.org/wiki/Roter_Kogel_(Venedigergruppe),https://de.wikipedia.org/wiki/Datei:Roter_vom_Matreier_Tauernhaus.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Roter_Kogel_(Venedigergruppe)&language=de&params=47.144722_N_12.450556_E_dim:5000_region:AT-7_type:mountain(2946)&title=Roter+Kogel,12° 27′ 2″ O
47° 8′ 16″ N,2832,Roter Kogel,https://de.wikipedia.org/wiki/Roter_Kogel,https://de.wikipedia.org/wiki/Datei:Roter_Kogel_von_Nordosten.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Roter_Kogel&language=de&params=47.137777777778_N_11.168888888889_E_dim:5000_region:AT-7_type:mountain(2832),11° 10′ 8″ O
46° 58′ 44″ N,3281,Roter Knopf,https://de.wikipedia.org/wiki/Roter_Knopf,https://de.wikipedia.org/wiki/Datei:RoterKnopfFromSE.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Roter_Knopf&language=de&params=46.978888888889_N_12.739166666667_E_dim:5000_region:AT-2_type:mountain(3281)&title=Roter+Knopf,12° 44′ 21″ O
46° 57′ 45″ N,3099,Roter Grat,https://de.wikipedia.org/wiki/Roter_Grat,https://de.wikipedia.org/wiki/Datei:Roter_Grat.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Roter_Grat&language=de&params=46.96255_N_11.207022_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3099)&title=Roter+Grat,11° 12′ 25″ O
46° 46′ 29″ N,3393,Rötenspitze,https://de.wikipedia.org/wiki/R%C3%B6tenspitze,https://de.wikipedia.org/wiki/Datei:Roetenspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=R%C3%B6tenspitze&language=de&params=46.774722222222_N_10.944444444444_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3393)&title=R%C3%B6tenspitze,10° 56′ 40″ O
46° 58′ 46″ N,2762,Rotenkogel,https://de.wikipedia.org/wiki/Rotenkogel,https://de.wikipedia.org/wiki/Datei:Rotenkogel_Gorner.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rotenkogel&language=de&params=46.979444444444_N_12.597777777778_E_dim:5000_region:AT-7_type:mountain(2762)&title=Rotenkogel,12° 35′ 52″ O
46° 52′ 34″ N,2956,Rote Spitze (Villgratner Berge),https://de.wikipedia.org/wiki/Rote_Spitze_(Villgratner_Berge),https://de.wikipedia.org/wiki/Datei:WeisseSpitzeRoteSpitzeVlgtnBg.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rote_Spitze_(Villgratner_Berge)&language=de&params=46.876111111111_N_12.344166666667_E_dim:5000_region:AT-7_type:mountain(2956)&title=Rote+Spitze,12° 20′ 39″ O
47° 26′ 35″ N,2130,Rote Spitze (Allgäuer Alpen),https://de.wikipedia.org/wiki/Rote_Spitze_(Allg%C3%A4uer_Alpen),https://de.wikipedia.org/wiki/Datei:Rote_Spitze_Eastridge.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rote_Spitze_(Allg%C3%A4uer_Alpen)&language=de&params=47.443055555556_N_10.499722222222_E_dim:5000_region:AT-7_type:mountain(2130)&title=Rote+Spitze,10° 29′ 59″ O
47° 20′ 44″ N,2668,Hintere Bachofenspitze,https://de.wikipedia.org/wiki/Hintere_Bachofenspitze,https://de.wikipedia.org/wiki/Datei:Hintere_Bachofenspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Hintere_Bachofenspitze&language=de&params=47.345555555556_N_11.438333333333_E_dim:5000_region:AT-7_type:mountain(2668),11° 26′ 18″ O
47° 29′ 54″ N,2050,Babylonischer Turm,https://de.wikipedia.org/wiki/Babylonischer_Turm,https://de.wikipedia.org/wiki/Datei:20070428-Kellespitze_MQ.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Babylonischer_Turm&language=de&params=47.498333333333_N_10.636111111111_E_dim:5000_region:AT-7_type:mountain(2050),10° 38′ 10″ O
47° 6′ 12″ N,2920,Äußerer Knorrkogel,https://de.wikipedia.org/wiki/%C3%84u%C3%9Ferer_Knorrkogel,https://de.wikipedia.org/wiki/Datei:Blick_vom_Wildenkogel_auf_Venedigermassiv_sowie_Inneren_und_%C3%84u%C3%9Feren_Knorrkogel_c.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=%C3%84u%C3%9Ferer_Knorrkogel&language=de&params=47.103333_N_12.439722_E_dim:5000_region:AT-7_type:mountain(2920),12° 26′ 23″ O
46° 51′ 52″ N,3228,Augstenberg (Silvretta),https://de.wikipedia.org/wiki/Augstenberg_(Silvretta),https://de.wikipedia.org/wiki/Datei:Kronenjoch_Blick_zum_Pass_Futsch%C3%B6l.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Augstenberg_(Silvretta)&language=de&params=46.864444444444_N_10.203611111111_E_dim:5000_region:AT-7/CH-GR_type:mountain(3228)&title=Augstenberg,10° 12′ 13″ O
47° 23′ 50″ N,2196,Große Arnspitze,https://de.wikipedia.org/wiki/Gro%C3%9Fe_Arnspitze,https://de.wikipedia.org/wiki/Datei:Gro%C3%9Fe_Arnspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gro%C3%9Fe_Arnspitze&language=de&params=47.397130555556_N_11.222541666667_E_dim:5000_region:AT-7/DE-BY_type:mountain(2196)&title=Gro%C3%9Fe+Arnspitze,11° 13′ 21″ O
46° 50′ 48″ N,3549,Ramolkogel,https://de.wikipedia.org/wiki/Anichspitze,https://de.wikipedia.org/wiki/Datei:Gro%C3%9Fer_Ramolkogel_SE.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ramolkogel&language=de&params=46.846666666667_N_10.958055555556_E_dim:5000_region:AT-7_type:mountain(3549)&title=Gro%C3%9Fer+Ramolkogel,10° 57′ 29″ O
47° 10′ 28″ N,2556,Ampferstein,https://de.wikipedia.org/wiki/Ampferstein,https://de.wikipedia.org/wiki/Datei:Habicht-Ampferstein-Marchreisenspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ampferstein&language=de&params=47.174444444444_N_11.313055555556_E_dim:5000_region:AT-7_type:mountain(2556)&title=Ampferstein,11° 18′ 47″ O
46° 59′ 47″ N,3183,Ampferkogel,https://de.wikipedia.org/wiki/Ampferkogel,https://de.wikipedia.org/wiki/Datei:Ampferkogel_Sunset.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ampferkogel&language=de&params=46.996388888889_N_10.913333333333_E_dim:5000_region:AT-7_type:mountain(3183),10° 54′ 48″ O
47° 7′ 39″ N,2841,Amertaler Höhe,https://de.wikipedia.org/wiki/Amertaler_H%C3%B6he,"https://de.wikipedia.org/wiki/Datei:Gro%C3%9Fer_Landeggkopf,_Amertaler_H%C3%B6he,_Sillingkopf_und_Stubacher_Sonnblick_vom_Abstieg_vom_Wildenkogel.JPG",https://tools.wmflabs.org/geohack/geohack.php?pagename=Amertaler_H%C3%B6he&language=de&params=47.1275_N_12.553333_E_dim:5000_region:AT-7_type:mountain(2841),12° 33′ 12″ O
46° 54′ 30″ N,2986,Almerhorn,https://de.wikipedia.org/wiki/Almerhorn,https://de.wikipedia.org/wiki/Datei:Almerhorn_-_Gipfelkreuz.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Almerhorn&language=de&params=46.90845_N_12.19587_E_dim:5000_region:AT-7_type:mountain(2986),12° 11′ 45″ O
46° 55′ 2″ N,3053,Alkuser Rotspitze,https://de.wikipedia.org/wiki/Alkuser_Rotspitze,https://de.wikipedia.org/wiki/Datei:Alkuser_Rotspitze_from_S.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Alkuser_Rotspitze&language=de&params=46.917222222222_N_12.731388888889_E_dim:5000_region:AT-7_type:mountain(3053),12° 43′ 53″ O
47° 6′ 18″ N,2779,Hohe Aifner Spitze,https://de.wikipedia.org/wiki/Hohe_Aifner_Spitze,https://de.wikipedia.org/w/index.php?title=Datei:Aifenspitze.jpg&filetimestamp=20070823205649&,https://tools.wmflabs.org/geohack/geohack.php?pagename=Hohe_Aifner_Spitze&language=de&params=47.105_N_10.731388888889_E_dim:5000_region:AT-7_type:mountain(2779),10° 43′ 53″ O
47° 2′ 54″ N,3051,Ahrner Kopf,https://de.wikipedia.org/wiki/Ahrner_Kopf,https://de.wikipedia.org/wiki/Datei:AhrnerKopfFromN.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ahrner_Kopf&language=de&params=47.048333333333_N_12.216666666667_E_dim:5000_region:IT-BZ/AT-7_type:mountain(3051),12° 13′ 0″ O
47° 7′ 45″ N,2973,Ahornspitze,https://de.wikipedia.org/wiki/Ahornspitze,https://de.wikipedia.org/wiki/Datei:Ahornspitze_Nordflanke.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ahornspitze&language=de&params=47.129166666667_N_11.917777777778_E_dim:5000_region:AT-7_type:mountain(2973),11° 55′ 4″ O
47° 5′ 1″ N,2803,Aherkogel,https://de.wikipedia.org/wiki/Aherkogel,https://de.wikipedia.org/wiki/Datei:Aherkogel1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Aherkogel&language=de&params=47.083611111111_N_10.797777777778_E_dim:5000_region:AT-7_type:mountain(2803),10° 47′ 52″ O
47° 32′ 13″ N,1986,Aggenstein,https://de.wikipedia.org/wiki/Aggenstein,https://de.wikipedia.org/wiki/Datei:Aggenstein_210709.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Aggenstein&language=de&params=47.536944444444_N_10.558055555556_E_dim:5000_region:DE-BY/AT-7_type:mountain(1986),10° 33′ 29″ O
47° 33′ 0″ N,2329,Ackerlspitze,https://de.wikipedia.org/wiki/Ackerlspitze,https://de.wikipedia.org/wiki/Datei:Ackerlspitze_und_Maukspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ackerlspitze&language=de&params=47.55_N_12.333333333333_E_dim:5000_region:AT-7_type:mountain(2329),12° 20′ 0″ O
47° 11′ 21″ N,3007,Acherkogel,https://de.wikipedia.org/wiki/Acherkogel,https://de.wikipedia.org/wiki/Datei:Acherkogel_NW.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Acherkogel&language=de&params=47.189166666667_N_10.956388888889_E_dim:5000_region:AT-7_type:mountain(3007),10° 57′ 23″ O
47° 33′ 51″ N,1596,Abendstein (Brandenberger Alpen),https://de.wikipedia.org/wiki/Abendstein_(Brandenberger_Alpen),https://de.wikipedia.org/wiki/Datei:Austria_Tyrol_relief_location_map.svg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Abendstein_(Brandenberger_Alpen)&language=de&params=47.56408_N_11.81635_E_dim:5000_region:AT-7_type:mountain(1596)&title=Abendstein,11° 48′ 59″ O
47° 2′ 22″ N,2820,Rote Säule (Wallhornkamm),https://de.wikipedia.org/wiki/Rote_S%C3%A4ule_(Wallhornkamm),https://de.wikipedia.org/wiki/Datei:Sajath%C3%BCtte2.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rote_S%C3%A4ule_(Wallhornkamm)&language=de&params=47.039373_N_12.349726_E_dim:5000_region:AT-7_type:mountain(2820)&title=Rote+S%C3%A4ule+%28Rote+Saile%29,12° 20′ 59″ O
47° 8′ 47″ N,2993,Rote Säule (Tauernhauptkamm),https://de.wikipedia.org/wiki/Rote_S%C3%A4ule_(Tauernhauptkamm),https://de.wikipedia.org/wiki/Datei:Rote_S%C3%A4ule_vom_Wildenkogel.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rote_S%C3%A4ule_(Tauernhauptkamm)&language=de&params=47.146389_N_12.443889_E_dim:5000_region:AT-5/AT-7_type:mountain(2993)&title=Rote+S%C3%A4ule,12° 26′ 38″ O
47° 29′ 58″ N,2108,Rote Flüh,https://de.wikipedia.org/wiki/Rote_Fl%C3%BCh,https://de.wikipedia.org/wiki/Datei:Roteflueh.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rote_Fl%C3%BCh&language=de&params=47.499444444444_N_10.608611111111_E_dim:5000_region:AT-7_type:mountain(2108),10° 36′ 31″ O
47° 3′ 0″ N,2749,Rostocker Eck,https://de.wikipedia.org/wiki/Rostocker_Eck,https://de.wikipedia.org/wiki/Datei:Austria_Tyrol_relief_location_map.svg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rostocker_Eck&language=de&params=47.05_N_12.287777777778_E_dim:5000_region:AT-7_type:mountain(2749),12° 17′ 16″ O
46° 58′ 6″ N,3394,Rostizkogel,https://de.wikipedia.org/wiki/Rostizkogel,https://de.wikipedia.org/wiki/Datei:Rostizk1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rostizkogel&language=de&params=46.968333333333_N_10.794444444444_E_dim:5000_region:AT-7_type:mountain(3394),10° 47′ 40″ O
47° 20′ 22″ N,2670,Rosskopf (Halltal),https://de.wikipedia.org/wiki/Rosskopf_(Halltal),https://de.wikipedia.org/wiki/Datei:Ro%C3%9Fkopf_(Halltal)_from_E.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rosskopf_(Halltal)&language=de&params=47.339444444444_N_11.441944444444_E_dim:5000_region:AT-7_type:mountain(2670)&title=Rosskopf,11° 26′ 31″ O
47° 27′ 19″ N,2259,Roßkopf (Rofan),https://de.wikipedia.org/wiki/Ro%C3%9Fkopf_(Rofan),https://de.wikipedia.org/wiki/Datei:Ro%C3%9Fkopf_S.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ro%C3%9Fkopf_(Rofan)&language=de&params=47.455277777778_N_11.780555555556_E_dim:5000_region:AT-7_type:mountain(2259)&title=Rosskopf,11° 46′ 50″ O
47° 13′ 17″ N,2576,Roßkopf (Tuxer Alpen),https://de.wikipedia.org/wiki/Ro%C3%9Fkopf_(Tuxer_Alpen),https://de.wikipedia.org/wiki/Datei:Rosskopf_(Tuxer_Alpen).jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ro%C3%9Fkopf_(Tuxer_Alpen)&language=de&params=47.221277777778_N_11.752527777778_E_dim:5000_region:AT-7_type:mountain(2576)&title=Ro%C3%9Fkopf,11° 45′ 9″ O
47° 22′ 50″ N,2292,Westliche Rosskarspitze,https://de.wikipedia.org/wiki/Westliche_Rosskarspitze,https://de.wikipedia.org/wiki/Datei:Rosskarspitzen.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Westliche_Rosskarspitze&language=de&params=47.380555555556_N_10.486666666667_E_dim:5000_region:AT-7_type:mountain(2292),10° 29′ 12″ O
46° 56′ 5″ N,3068,Roßhorn,https://de.wikipedia.org/wiki/Ro%C3%9Fhorn,https://de.wikipedia.org/wiki/Datei:Ro%C3%9Fhorn_-_Von_der_Alten_Barmer_H%C3%BCtte.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Ro%C3%9Fhorn&language=de&params=46.93464_N_12.17937_E_dim:5000_region:AT-7_type:mountain(3068)&title=Ro%C3%9Fhorn,12° 10′ 46″ O
